period,stateid,stateDescription,sectorid,sectorName,customers,price,revenue,sales,customers-units,price-units,revenue-units,sales-units
2010-01,MA,Massachusetts,IND,industrial,16215,13.34,185.67223,1391.47879,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2010-01,MA,Massachusetts,COM,commercial,380187,14.31,212.72422,1486.1727,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2009-12,MA,Massachusetts,ALL,all sectors,3065348,14.21,664.02103,4671.31774,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2009-12,MA,Massachusetts,TRA,transportation,1,6.12,2.0608,33.68611,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2009-12,MA,Massachusetts,RES,residential,2671131,14.67,259.65731,1769.46623,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2009-12,MA,Massachusetts,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2009-12,MA,Massachusetts,IND,industrial,16236,13.55,186.83624,1378.72244,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2009-12,MA,Massachusetts,COM,commercial,377980,14.47,215.46668,1489.44296,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2009-11,MA,Massachusetts,ALL,all sectors,3043033,14.6,618.27614,4234.32556,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2009-11,MA,Massachusetts,TRA,transportation,1,6.12,1.63683,26.7535,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2009-11,MA,Massachusetts,RES,residential,2651810,15.85,228.65972,1442.34709,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2009-11,MA,Massachusetts,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2009-11,MA,Massachusetts,IND,industrial,16064,13.61,190.91538,1402.86206,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2009-11,MA,Massachusetts,COM,commercial,375158,14.46,197.06421,1362.36292,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2009-10,MA,Massachusetts,ALL,all sectors,3081338,15,657.11348,4379.69807,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2009-10,MA,Massachusetts,TRA,transportation,1,5.7,1.54132,27.05648,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2009-10,MA,Massachusetts,RES,residential,2684326,16.11,232.81373,1445.34576,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2009-10,MA,Massachusetts,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2009-10,MA,Massachusetts,IND,industrial,16176,13.91,199.38653,1433.42138,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2009-10,MA,Massachusetts,COM,commercial,380835,15.16,223.37191,1473.87446,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2009-09,MA,Massachusetts,ALL,all sectors,3049587,15.79,700.95457,4439.50554,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2009-09,MA,Massachusetts,TRA,transportation,1,5.34,1.39794,26.17553,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2009-09,MA,Massachusetts,RES,residential,2660034,17.28,268.2928,1552.32323,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2009-09,MA,Massachusetts,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2009-09,MA,Massachusetts,IND,industrial,16084,14.49,206.99399,1428.48869,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2009-09,MA,Massachusetts,COM,commercial,373468,15.66,224.26984,1432.5181,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2009-08,MA,Massachusetts,ALL,all sectors,3050499,15.29,816.54303,5339.97995,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2009-08,MA,Massachusetts,RES,residential,2659462,15.92,327.45858,2056.93899,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2009-08,MA,Massachusetts,IND,industrial,16143,14.67,220.6006,1504.1813,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2009-08,MA,Massachusetts,COM,commercial,374893,15.25,266.76217,1749.63431,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2009-08,MA,Massachusetts,TRA,transportation,1,5.89,1.72167,29.22536,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2009-08,MA,Massachusetts,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2009-07,MA,Massachusetts,ALL,all sectors,3053593,15.35,703.57899,4583.5907,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2009-07,MA,Massachusetts,TRA,transportation,1,6.25,1.80443,28.89038,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2009-07,MA,Massachusetts,RES,residential,2662948,16.48,267.76236,1624.93231,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2009-07,MA,Massachusetts,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2009-07,MA,Massachusetts,IND,industrial,16196,14.37,196.24889,1365.4678,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2009-07,MA,Massachusetts,COM,commercial,374448,15.2,237.76332,1564.30021,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2009-06,MA,Massachusetts,COM,commercial,374274,15.68,218.49274,1393.68613,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2009-06,MA,Massachusetts,RES,residential,2655341,17.62,244.11983,1385.14481,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2009-06,MA,Massachusetts,IND,industrial,16151,14.41,189.39328,1314.67016,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2009-06,MA,Massachusetts,ALL,all sectors,3045767,15.86,653.49215,4120.29959,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2009-06,MA,Massachusetts,TRA,transportation,1,5.55,1.4863,26.79849,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2009-06,MA,Massachusetts,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2009-05,MA,Massachusetts,ALL,all sectors,3045070,15.42,642.14964,4163.28609,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2009-05,MA,Massachusetts,RES,residential,2654562,17.69,232.88403,1316.63218,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2009-05,MA,Massachusetts,IND,industrial,16224,13.8,191.96691,1391.56871,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2009-05,MA,Massachusetts,COM,commercial,374283,15.12,215.82324,1427.75874,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2009-05,MA,Massachusetts,TRA,transportation,1,5.4,1.47547,27.32646,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2009-05,MA,Massachusetts,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2009-04,MA,Massachusetts,ALL,all sectors,3061328,15.56,647.39769,4161.33346,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2009-04,MA,Massachusetts,TRA,transportation,1,5.69,1.59652,28.05442,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2009-04,MA,Massachusetts,RES,residential,2669742,17.53,257.87061,1470.7044,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2009-04,MA,Massachusetts,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2009-04,MA,Massachusetts,IND,industrial,16146,13.67,178.95414,1309.09568,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2009-04,MA,Massachusetts,COM,commercial,375439,15.44,208.97643,1353.47895,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2009-03,MA,Massachusetts,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2009-03,MA,Massachusetts,IND,industrial,16291,14.37,199.05839,1385.54038,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2009-03,MA,Massachusetts,COM,commercial,377084,15.48,225.53233,1457.20468,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2009-03,MA,Massachusetts,ALL,all sectors,3057800,15.74,708.59515,4503.12661,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2009-03,MA,Massachusetts,TRA,transportation,1,6.37,2.10394,33.01314,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2009-03,MA,Massachusetts,RES,residential,2664424,17.32,281.90049,1627.36841,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2009-02,MA,Massachusetts,ALL,all sectors,3056897,16.12,746.89722,4634.77658,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2009-02,MA,Massachusetts,TRA,transportation,1,7.07,2.21452,31.30424,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2009-02,MA,Massachusetts,RES,residential,2666102,18,321.54381,1786.46239,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2009-02,MA,Massachusetts,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2009-02,MA,Massachusetts,IND,industrial,16119,14.12,190.9962,1352.77396,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2009-02,MA,Massachusetts,COM,commercial,374675,15.85,232.1427,1464.23599,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2009-01,MA,Massachusetts,ALL,all sectors,3033694,16.34,837.66631,5127.95811,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2009-01,MA,Massachusetts,TRA,transportation,1,8.11,3.01963,37.22691,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2009-01,MA,Massachusetts,RES,residential,2643927,18.19,363.2123,1996.98122,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2009-01,MA,Massachusetts,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2009-01,MA,Massachusetts,IND,industrial,16234,13.85,205.93996,1487.47343,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2009-01,MA,Massachusetts,COM,commercial,373532,16.53,265.49442,1606.27656,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-12,MA,Massachusetts,ALL,all sectors,3046204,16.59,765.18414,4613.13376,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-12,MA,Massachusetts,TRA,transportation,1,7.9,2.4491,31.00328,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-12,MA,Massachusetts,RES,residential,2649804,18.37,328.83808,1790.11023,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-12,MA,Massachusetts,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-12,MA,Massachusetts,IND,industrial,13940,14.05,104.88628,746.76524,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-12,MA,Massachusetts,COM,commercial,382459,16.09,329.01068,2045.25501,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-11,MA,Massachusetts,COM,commercial,380884,15.51,321.34045,2072.23437,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-11,MA,Massachusetts,RES,residential,2652469,17.87,272.23535,1523.50926,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-11,MA,Massachusetts,IND,industrial,14045,14.52,105.25474,724.97636,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-11,MA,Massachusetts,ALL,all sectors,3047399,16.12,700.85351,4346.6965,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-11,MA,Massachusetts,TRA,transportation,1,7.79,2.02298,25.97652,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-11,MA,Massachusetts,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-10,MA,Massachusetts,ALL,all sectors,3054283,16.96,721.3068,4252.16029,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-10,MA,Massachusetts,TRA,transportation,1,8.56,2.18721,25.53808,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-10,MA,Massachusetts,RES,residential,2657827,19.7,255.39587,1296.63881,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-10,MA,Massachusetts,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-10,MA,Massachusetts,IND,industrial,14098,14.35,118.42231,825.46792,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-10,MA,Massachusetts,COM,commercial,382357,16.41,345.30141,2104.51548,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-09,MA,Massachusetts,ALL,all sectors,3042131,16.31,779.34034,4779.65565,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-09,MA,Massachusetts,TRA,transportation,1,9.67,2.44477,25.28794,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-09,MA,Massachusetts,RES,residential,2645764,17.95,283.797,1581.23342,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-09,MA,Massachusetts,OTH,other,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-09,MA,Massachusetts,IND,industrial,13742,14.55,112.32639,772.0743,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2008-09,MA,Massachusetts,COM,commercial,382624,15.86,380.77217,2401.05998,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
